title,amount,date,category
Transaction18 on Entertainment,166.0,"Tue, May 23, 2023",Entertainment
Transaction19 on Shopping,106.0,"Tue, May 23, 2023",Shopping
Transaction20 on Fitness,41.0,"Tue, May 23, 2023",Fitness
Transaction1 on Shopping,31.0,"Wed, May 24, 2023",Shopping
Transaction2 on Transportation,187.0,"Wed, May 24, 2023",Transportation
Transaction3 on Food,137.0,"Wed, May 24, 2023",Food
Transaction4 on Shopping,161.0,"Wed, May 24, 2023",Shopping
Transaction5 on Transportation,12.0,"Wed, May 24, 2023",Transportation
Transaction6 on Food,170.0,"Wed, May 24, 2023",Food
Transaction7 on Food,104.0,"Wed, May 24, 2023",Food
Transaction8 on Entertainment,200.0,"Wed, May 24, 2023",Entertainment
Transaction9 on Fitness,54.0,"Wed, May 24, 2023",Fitness
Transaction10 on Food,122.0,"Wed, May 24, 2023",Food
Transaction11 on Food,168.0,"Wed, May 24, 2023",Food
Transaction12 on Fitness,31.0,"Wed, May 24, 2023",Fitness
Transaction13 on Fitness,152.0,"Wed, May 24, 2023",Fitness
Transaction14 on Entertainment,102.0,"Wed, May 24, 2023",Entertainment
Transaction15 on Fitness,45.0,"Wed, May 24, 2023",Fitness
Transaction16 on Shopping,35.0,"Wed, May 24, 2023",Shopping
Transaction17 on Transportation,174.0,"Wed, May 24, 2023",Transportation
Transaction18 on Transportation,113.0,"Wed, May 24, 2023",Transportation
Transaction19 on Shopping,18.0,"Wed, May 24, 2023",Shopping
Transaction20 on Fitness,118.0,"Wed, May 24, 2023",Fitness
Transaction1 on Fitness,45.0,"Thu, May 25, 2023",Fitness
Transaction2 on Food,71.0,"Thu, May 25, 2023",Food
Transaction3 on Entertainment,69.0,"Thu, May 25, 2023",Entertainment
Transaction4 on Fitness,115.0,"Thu, May 25, 2023",Fitness
Transaction5 on Shopping,9.0,"Thu, May 25, 2023",Shopping
Transaction6 on Entertainment,198.0,"Thu, May 25, 2023",Entertainment
Transaction7 on Fitness,90.0,"Thu, May 25, 2023",Fitness
Transaction8 on Food,19.0,"Thu, May 25, 2023",Food
Transaction9 on Food,95.0,"Thu, May 25, 2023",Food
Transaction10 on Fitness,130.0,"Thu, May 25, 2023",Fitness
Transaction11 on Shopping,109.0,"Thu, May 25, 2023",Shopping
Transaction12 on Food,72.0,"Thu, May 25, 2023",Food
Transaction13 on Entertainment,77.0,"Thu, May 25, 2023",Entertainment
Transaction14 on Shopping,176.0,"Thu, May 25, 2023",Shopping
Transaction15 on Entertainment,46.0,"Thu, May 25, 2023",Entertainment
Transaction16 on Fitness,88.0,"Thu, May 25, 2023",Fitness
Transaction17 on Entertainment,63.0,"Thu, May 25, 2023",Entertainment
Transaction18 on Shopping,136.0,"Thu, May 25, 2023",Shopping
Transaction19 on Entertainment,198.0,"Thu, May 25, 2023",Entertainment
Transaction20 on Food,172.0,"Thu, May 25, 2023",Food
Transaction1 on Entertainment,127.0,"Fri, May 26, 2023",Entertainment
Transaction2 on Food,109.0,"Fri, May 26, 2023",Food
Transaction3 on Food,20.0,"Fri, May 26, 2023",Food
Transaction4 on Entertainment,148.0,"Fri, May 26, 2023",Entertainment
Transaction5 on Fitness,128.0,"Fri, May 26, 2023",Fitness
Transaction6 on Transportation,21.0,"Fri, May 26, 2023",Transportation
Transaction7 on Fitness,171.0,"Fri, May 26, 2023",Fitness
Transaction8 on Transportation,87.0,"Fri, May 26, 2023",Transportation
Transaction9 on Entertainment,18.0,"Fri, May 26, 2023",Entertainment
Transaction10 on Fitness,123.0,"Fri, May 26, 2023",Fitness
Transaction11 on Entertainment,11.0,"Fri, May 26, 2023",Entertainment
Transaction12 on Food,113.0,"Fri, May 26, 2023",Food
Transaction13 on Entertainment,107.0,"Fri, May 26, 2023",Entertainment
Transaction14 on Fitness,83.0,"Fri, May 26, 2023",Fitness
Transaction15 on Food,34.0,"Fri, May 26, 2023",Food
Transaction16 on Shopping,134.0,"Fri, May 26, 2023",Shopping
Transaction17 on Entertainment,23.0,"Fri, May 26, 2023",Entertainment
Transaction18 on Entertainment,173.0,"Fri, May 26, 2023",Entertainment
Transaction19 on Fitness,63.0,"Fri, May 26, 2023",Fitness
Transaction20 on Entertainment,198.0,"Fri, May 26, 2023",Entertainment
Transaction1 on Shopping,35.0,"Sat, May 27, 2023",Shopping
Transaction2 on Fitness,168.0,"Sat, May 27, 2023",Fitness
Transaction3 on Fitness,10.0,"Sat, May 27, 2023",Fitness
Transaction4 on Transportation,99.0,"Sat, May 27, 2023",Transportation
Transaction5 on Shopping,102.0,"Sat, May 27, 2023",Shopping
Transaction6 on Food,136.0,"Sat, May 27, 2023",Food
Transaction7 on Shopping,73.0,"Sat, May 27, 2023",Shopping
Transaction8 on Food,19.0,"Sat, May 27, 2023",Food
Transaction9 on Shopping,122.0,"Sat, May 27, 2023",Shopping
Transaction10 on Transportation,115.0,"Sat, May 27, 2023",Transportation
Transaction11 on Transportation,31.0,"Sat, May 27, 2023",Transportation
Transaction12 on Transportation,29.0,"Sat, May 27, 2023",Transportation
Transaction13 on Entertainment,55.0,"Sat, May 27, 2023",Entertainment
Transaction14 on Entertainment,199.0,"Sat, May 27, 2023",Entertainment
Transaction15 on Shopping,116.0,"Sat, May 27, 2023",Shopping
Transaction16 on Shopping,121.0,"Sat, May 27, 2023",Shopping
Transaction17 on Shopping,193.0,"Sat, May 27, 2023",Shopping
Transaction18 on Food,55.0,"Sat, May 27, 2023",Food
Transaction19 on Food,136.0,"Sat, May 27, 2023",Food
Transaction20 on Fitness,77.0,"Sat, May 27, 2023",Fitness
Transaction1 on Entertainment,83.0,"Sun, May 28, 2023",Entertainment
Transaction2 on Shopping,131.0,"Sun, May 28, 2023",Shopping
Transaction3 on Transportation,101.0,"Sun, May 28, 2023",Transportation
Transaction4 on Fitness,190.0,"Sun, May 28, 2023",Fitness
Transaction5 on Entertainment,21.0,"Sun, May 28, 2023",Entertainment
Transaction6 on Food,76.0,"Sun, May 28, 2023",Food
Transaction7 on Transportation,84.0,"Sun, May 28, 2023",Transportation
Transaction8 on Food,175.0,"Sun, May 28, 2023",Food
Transaction9 on Food,171.0,"Sun, May 28, 2023",Food
Transaction10 on Food,42.0,"Sun, May 28, 2023",Food
Transaction11 on Food,196.0,"Sun, May 28, 2023",Food
Transaction12 on Shopping,175.0,"Sun, May 28, 2023",Shopping
Transaction13 on Fitness,106.0,"Sun, May 28, 2023",Fitness
Transaction14 on Transportation,52.0,"Sun, May 28, 2023",Transportation
Transaction15 on Shopping,57.0,"Sun, May 28, 2023",Shopping
Transaction16 on Transportation,68.0,"Sun, May 28, 2023",Transportation
Transaction17 on Fitness,62.0,"Sun, May 28, 2023",Fitness
Transaction18 on Entertainment,179.0,"Sun, May 28, 2023",Entertainment
Transaction19 on Shopping,18.0,"Sun, May 28, 2023",Shopping
Transaction20 on Shopping,22.0,"Sun, May 28, 2023",Shopping
Transaction1 on Entertainment,149.0,"Mon, May 29, 2023",Entertainment
Transaction2 on Food,106.0,"Mon, May 29, 2023",Food
Transaction3 on Transportation,10.0,"Mon, May 29, 2023",Transportation
Transaction4 on Shopping,38.0,"Mon, May 29, 2023",Shopping
Transaction5 on Entertainment,61.0,"Mon, May 29, 2023",Entertainment
Transaction6 on Shopping,147.0,"Mon, May 29, 2023",Shopping
Transaction7 on Transportation,112.0,"Mon, May 29, 2023",Transportation
Transaction8 on Transportation,179.0,"Mon, May 29, 2023",Transportation
Transaction9 on Transportation,52.0,"Mon, May 29, 2023",Transportation
Transaction10 on Entertainment,147.0,"Mon, May 29, 2023",Entertainment
Transaction11 on Transportation,96.0,"Mon, May 29, 2023",Transportation
Transaction12 on Fitness,13.0,"Mon, May 29, 2023",Fitness
Transaction13 on Fitness,41.0,"Mon, May 29, 2023",Fitness
Transaction14 on Entertainment,194.0,"Mon, May 29, 2023",Entertainment
Transaction15 on Entertainment,92.0,"Mon, May 29, 2023",Entertainment
Transaction16 on Fitness,180.0,"Mon, May 29, 2023",Fitness
Transaction17 on Shopping,51.0,"Mon, May 29, 2023",Shopping
Transaction18 on Fitness,50.0,"Mon, May 29, 2023",Fitness
Transaction19 on Fitness,82.0,"Mon, May 29, 2023",Fitness
Transaction20 on Transportation,26.0,"Mon, May 29, 2023",Transportation
Transaction1 on Shopping,36.0,"Tue, May 30, 2023",Shopping
Transaction2 on Shopping,30.0,"Tue, May 30, 2023",Shopping
Transaction3 on Entertainment,35.0,"Tue, May 30, 2023",Entertainment
Transaction4 on Food,68.0,"Tue, May 30, 2023",Food
Transaction5 on Transportation,72.0,"Tue, May 30, 2023",Transportation
Transaction6 on Shopping,91.0,"Tue, May 30, 2023",Shopping
Transaction7 on Shopping,119.0,"Tue, May 30, 2023",Shopping
Transaction8 on Entertainment,92.0,"Tue, May 30, 2023",Entertainment
Transaction9 on Fitness,109.0,"Tue, May 30, 2023",Fitness
Transaction10 on Shopping,57.0,"Tue, May 30, 2023",Shopping
Transaction11 on Shopping,195.0,"Tue, May 30, 2023",Shopping
Transaction12 on Fitness,60.0,"Tue, May 30, 2023",Fitness
Transaction13 on Food,128.0,"Tue, May 30, 2023",Food
Transaction14 on Transportation,104.0,"Tue, May 30, 2023",Transportation
Transaction15 on Food,13.0,"Tue, May 30, 2023",Food
Transaction16 on Transportation,124.0,"Tue, May 30, 2023",Transportation
Transaction17 on Transportation,83.0,"Tue, May 30, 2023",Transportation
Transaction18 on Transportation,125.0,"Tue, May 30, 2023",Transportation
Transaction19 on Transportation,65.0,"Tue, May 30, 2023",Transportation
Transaction20 on Fitness,82.0,"Tue, May 30, 2023",Fitness
Transaction1 on Food,19.0,"Wed, May 31, 2023",Food
Transaction2 on Food,88.0,"Wed, May 31, 2023",Food
Transaction3 on Entertainment,47.0,"Wed, May 31, 2023",Entertainment
Transaction4 on Transportation,25.0,"Wed, May 31, 2023",Transportation
Transaction5 on Entertainment,138.0,"Wed, May 31, 2023",Entertainment
Transaction6 on Fitness,151.0,"Wed, May 31, 2023",Fitness
Transaction7 on Fitness,183.0,"Wed, May 31, 2023",Fitness
Transaction8 on Food,56.0,"Wed, May 31, 2023",Food
Transaction9 on Shopping,127.0,"Wed, May 31, 2023",Shopping
Transaction10 on Fitness,147.0,"Wed, May 31, 2023",Fitness
Transaction11 on Shopping,17.0,"Wed, May 31, 2023",Shopping
Transaction12 on Entertainment,131.0,"Wed, May 31, 2023",Entertainment
Transaction13 on Transportation,35.0,"Wed, May 31, 2023",Transportation
Transaction14 on Food,160.0,"Wed, May 31, 2023",Food
Transaction15 on Fitness,90.0,"Wed, May 31, 2023",Fitness
Transaction16 on Food,72.0,"Wed, May 31, 2023",Food
Transaction17 on Fitness,97.0,"Wed, May 31, 2023",Fitness
Transaction18 on Shopping,172.0,"Wed, May 31, 2023",Shopping
Transaction19 on Shopping,142.0,"Wed, May 31, 2023",Shopping
Transaction20 on Food,171.0,"Wed, May 31, 2023",Food
Transaction1 on Entertainment,60.0,"Thu, Jun 01, 2023",Entertainment
Transaction2 on Shopping,6.0,"Thu, Jun 01, 2023",Shopping
Transaction3 on Fitness,89.0,"Thu, Jun 01, 2023",Fitness
Transaction4 on Shopping,89.0,"Thu, Jun 01, 2023",Shopping
Transaction5 on Shopping,23.0,"Thu, Jun 01, 2023",Shopping
Transaction6 on Fitness,100.0,"Thu, Jun 01, 2023",Fitness
Transaction7 on Transportation,134.0,"Thu, Jun 01, 2023",Transportation
Transaction8 on Food,173.0,"Thu, Jun 01, 2023",Food
Transaction9 on Entertainment,8.0,"Thu, Jun 01, 2023",Entertainment
Transaction10 on Entertainment,183.0,"Thu, Jun 01, 2023",Entertainment
Transaction11 on Fitness,77.0,"Thu, Jun 01, 2023",Fitness
Transaction12 on Fitness,153.0,"Thu, Jun 01, 2023",Fitness
Transaction13 on Transportation,83.0,"Thu, Jun 01, 2023",Transportation
Transaction14 on Food,54.0,"Thu, Jun 01, 2023",Food
Transaction15 on Food,115.0,"Thu, Jun 01, 2023",Food
Transaction16 on Shopping,29.0,"Thu, Jun 01, 2023",Shopping
Transaction17 on Entertainment,195.0,"Thu, Jun 01, 2023",Entertainment
Transaction18 on Entertainment,130.0,"Thu, Jun 01, 2023",Entertainment
Transaction19 on Shopping,122.0,"Thu, Jun 01, 2023",Shopping
Transaction20 on Fitness,78.0,"Thu, Jun 01, 2023",Fitness
Transaction1 on Entertainment,184.0,"Fri, Jun 02, 2023",Entertainment
Transaction2 on Shopping,148.0,"Fri, Jun 02, 2023",Shopping
Transaction3 on Fitness,17.0,"Fri, Jun 02, 2023",Fitness
Transaction4 on Food,186.0,"Fri, Jun 02, 2023",Food
Transaction5 on Fitness,111.0,"Fri, Jun 02, 2023",Fitness
Transaction6 on Shopping,200.0,"Fri, Jun 02, 2023",Shopping
Transaction7 on Transportation,96.0,"Fri, Jun 02, 2023",Transportation
Transaction8 on Transportation,9.0,"Fri, Jun 02, 2023",Transportation
Transaction9 on Entertainment,32.0,"Fri, Jun 02, 2023",Entertainment
Transaction10 on Transportation,108.0,"Fri, Jun 02, 2023",Transportation
Transaction11 on Shopping,21.0,"Fri, Jun 02, 2023",Shopping
Transaction12 on Food,114.0,"Fri, Jun 02, 2023",Food
Transaction13 on Transportation,110.0,"Fri, Jun 02, 2023",Transportation
Transaction14 on Entertainment,110.0,"Fri, Jun 02, 2023",Entertainment
Transaction15 on Transportation,13.0,"Fri, Jun 02, 2023",Transportation
Transaction16 on Food,141.0,"Fri, Jun 02, 2023",Food
Transaction17 on Entertainment,65.0,"Fri, Jun 02, 2023",Entertainment
Transaction18 on Food,32.0,"Fri, Jun 02, 2023",Food
Transaction19 on Fitness,51.0,"Fri, Jun 02, 2023",Fitness
Transaction20 on Shopping,60.0,"Fri, Jun 02, 2023",Shopping
Transaction1 on Entertainment,150.0,"Sat, Jun 03, 2023",Entertainment
Transaction2 on Entertainment,109.0,"Sat, Jun 03, 2023",Entertainment
Transaction3 on Fitness,121.0,"Sat, Jun 03, 2023",Fitness
Transaction4 on Fitness,49.0,"Sat, Jun 03, 2023",Fitness
Transaction5 on Fitness,80.0,"Sat, Jun 03, 2023",Fitness
Transaction6 on Fitness,173.0,"Sat, Jun 03, 2023",Fitness
Transaction7 on Transportation,81.0,"Sat, Jun 03, 2023",Transportation
Transaction8 on Fitness,135.0,"Sat, Jun 03, 2023",Fitness
Transaction9 on Shopping,174.0,"Sat, Jun 03, 2023",Shopping
Transaction10 on Food,134.0,"Sat, Jun 03, 2023",Food
Transaction11 on Shopping,182.0,"Sat, Jun 03, 2023",Shopping
Transaction12 on Transportation,88.0,"Sat, Jun 03, 2023",Transportation
Transaction13 on Shopping,24.0,"Sat, Jun 03, 2023",Shopping
Transaction14 on Transportation,163.0,"Sat, Jun 03, 2023",Transportation
Transaction15 on Shopping,133.0,"Sat, Jun 03, 2023",Shopping
Transaction16 on Transportation,153.0,"Sat, Jun 03, 2023",Transportation
Transaction17 on Shopping,66.0,"Sat, Jun 03, 2023",Shopping
Transaction18 on Fitness,185.0,"Sat, Jun 03, 2023",Fitness
Transaction19 on Entertainment,96.0,"Sat, Jun 03, 2023",Entertainment
Transaction20 on Shopping,142.0,"Sat, Jun 03, 2023",Shopping
Transaction1 on Transportation,7.0,"Sun, Jun 04, 2023",Transportation
Transaction2 on Shopping,192.0,"Sun, Jun 04, 2023",Shopping
Transaction3 on Entertainment,195.0,"Sun, Jun 04, 2023",Entertainment
Transaction4 on Entertainment,90.0,"Sun, Jun 04, 2023",Entertainment
Transaction5 on Fitness,167.0,"Sun, Jun 04, 2023",Fitness
Transaction6 on Entertainment,10.0,"Sun, Jun 04, 2023",Entertainment
Transaction7 on Fitness,145.0,"Sun, Jun 04, 2023",Fitness
Transaction8 on Shopping,93.0,"Sun, Jun 04, 2023",Shopping
Transaction9 on Entertainment,190.0,"Sun, Jun 04, 2023",Entertainment
Transaction10 on Shopping,132.0,"Sun, Jun 04, 2023",Shopping
Transaction11 on Entertainment,16.0,"Sun, Jun 04, 2023",Entertainment
Transaction12 on Fitness,161.0,"Sun, Jun 04, 2023",Fitness
Transaction13 on Fitness,100.0,"Sun, Jun 04, 2023",Fitness
Transaction14 on Shopping,47.0,"Sun, Jun 04, 2023",Shopping
Transaction15 on Food,200.0,"Sun, Jun 04, 2023",Food
Transaction16 on Fitness,175.0,"Sun, Jun 04, 2023",Fitness
Transaction17 on Food,135.0,"Sun, Jun 04, 2023",Food
Transaction18 on Food,106.0,"Sun, Jun 04, 2023",Food
Transaction19 on Transportation,10.0,"Sun, Jun 04, 2023",Transportation
Transaction20 on Fitness,20.0,"Sun, Jun 04, 2023",Fitness
Transaction1 on Transportation,107.0,"Mon, Jun 05, 2023",Transportation
Transaction2 on Fitness,76.0,"Mon, Jun 05, 2023",Fitness
Transaction3 on Entertainment,63.0,"Mon, Jun 05, 2023",Entertainment
Transaction4 on Transportation,148.0,"Mon, Jun 05, 2023",Transportation
Transaction5 on Food,170.0,"Mon, Jun 05, 2023",Food
Transaction6 on Food,172.0,"Mon, Jun 05, 2023",Food
Transaction7 on Transportation,81.0,"Mon, Jun 05, 2023",Transportation
Transaction8 on Entertainment,34.0,"Mon, Jun 05, 2023",Entertainment
Transaction9 on Food,136.0,"Mon, Jun 05, 2023",Food
Transaction10 on Entertainment,96.0,"Mon, Jun 05, 2023",Entertainment
Transaction11 on Transportation,50.0,"Mon, Jun 05, 2023",Transportation
Transaction12 on Fitness,169.0,"Mon, Jun 05, 2023",Fitness
Transaction13 on Food,33.0,"Mon, Jun 05, 2023",Food
Transaction14 on Fitness,110.0,"Mon, Jun 05, 2023",Fitness
Transaction15 on Transportation,51.0,"Mon, Jun 05, 2023",Transportation
Transaction16 on Entertainment,162.0,"Mon, Jun 05, 2023",Entertainment
Transaction17 on Entertainment,74.0,"Mon, Jun 05, 2023",Entertainment
Transaction18 on Food,129.0,"Mon, Jun 05, 2023",Food
Transaction19 on Entertainment,80.0,"Mon, Jun 05, 2023",Entertainment
Transaction20 on Food,121.0,"Mon, Jun 05, 2023",Food
Transaction1 on Transportation,107.0,"Tue, Jun 06, 2023",Transportation
Transaction2 on Food,33.0,"Tue, Jun 06, 2023",Food
Transaction3 on Shopping,139.0,"Tue, Jun 06, 2023",Shopping
Transaction4 on Fitness,133.0,"Tue, Jun 06, 2023",Fitness
Transaction5 on Entertainment,104.0,"Tue, Jun 06, 2023",Entertainment
Transaction6 on Transportation,147.0,"Tue, Jun 06, 2023",Transportation
Transaction7 on Entertainment,161.0,"Tue, Jun 06, 2023",Entertainment
Transaction8 on Shopping,64.0,"Tue, Jun 06, 2023",Shopping
Transaction9 on Entertainment,184.0,"Tue, Jun 06, 2023",Entertainment
Transaction10 on Fitness,67.0,"Tue, Jun 06, 2023",Fitness
Transaction11 on Entertainment,55.0,"Tue, Jun 06, 2023",Entertainment
Transaction12 on Food,122.0,"Tue, Jun 06, 2023",Food
Transaction13 on Entertainment,139.0,"Tue, Jun 06, 2023",Entertainment
Transaction14 on Fitness,111.0,"Tue, Jun 06, 2023",Fitness
Transaction15 on Fitness,189.0,"Tue, Jun 06, 2023",Fitness
Transaction16 on Food,147.0,"Tue, Jun 06, 2023",Food
Transaction17 on Fitness,40.0,"Tue, Jun 06, 2023",Fitness
Transaction18 on Fitness,36.0,"Tue, Jun 06, 2023",Fitness
Transaction19 on Transportation,181.0,"Tue, Jun 06, 2023",Transportation
Transaction20 on Food,109.0,"Tue, Jun 06, 2023",Food
Transaction1 on Entertainment,167.0,"Wed, Jun 07, 2023",Entertainment
Transaction2 on Shopping,179.0,"Wed, Jun 07, 2023",Shopping
Transaction3 on Shopping,33.0,"Wed, Jun 07, 2023",Shopping
Transaction4 on Food,116.0,"Wed, Jun 07, 2023",Food
Transaction5 on Entertainment,59.0,"Wed, Jun 07, 2023",Entertainment
Transaction6 on Transportation,57.0,"Wed, Jun 07, 2023",Transportation
Transaction7 on Fitness,109.0,"Wed, Jun 07, 2023",Fitness
Transaction8 on Food,165.0,"Wed, Jun 07, 2023",Food
Transaction9 on Shopping,80.0,"Wed, Jun 07, 2023",Shopping
Transaction10 on Fitness,31.0,"Wed, Jun 07, 2023",Fitness
